user_id,first_name,last_name,email,country,signup_date,role,industry,company_size,use_case,acquisition_channel,converted_to_paid
U00401,Fernando,Hernandez,fernando.hernandez12@raiz506.tech,Argentina,2026-07-09 12:22:51,Founder / CEO,Retail / E-commerce,11-50,Marketing Analytics,Partner,0
U00402,Valeria,Martinez,valeria.martinez13@faro440.co,Mexico,2026-07-26 11:24:26,Sales Manager,Financial Services,51-200,Performance Monitoring,Organic Search,0
U00403,Patricia,Hernandez,patricia.hernandez14@meridian367.app,Ecuador,2026-07-21 11:02:53,Marketing Manager,Consumer Goods,5001+,Marketing Analytics,Organic Search,0
U00404,Patricia,Vargas,patricia.vargas15@azul691.app,Uruguay,2026-07-24 13:24:45,Business Analyst,Media / Entertainment,1-10,Marketing Analytics,Organic Search,1
U00405,Jose,Morales,jose.morales16@meridian718.app,Argentina,2026-07-17 20:23:33,Data Analyst,Healthcare,201-500,Executive Reporting,Direct,0
U00406,Monica,Ramos,monica.ramos17@sol532.io,Peru,2026-07-10 19:30:26,Data Analyst,Financial Services,51-200,Marketing Analytics,Organic Search,0
U00407,Ivan,Ramirez,ivan.ramirez18@bosque945.co,Bolivia,2026-07-04 08:58:58,Data Analyst,Telecommunications,1001-5000,Operations Analytics,Paid Search,0
U00408,Monica,Contreras,monica.contreras19@azul118.io,Mexico,2026-07-11 12:45:37,Business Analyst,SaaS / Software,51-200,Sales Analytics,Organic Search,0
U00409,Valentina,Lopez,valentina.lopez20@andina716.io,Colombia,2026-07-20 15:35:17,Growth Director,Financial Services,51-200,Data Exploration,Partner,1
U00410,Paula,Morales,paula.morales21@orbita971.biz,Chile,2026-07-09 09:59:23,Founder / CEO,Logistics / Transportation,201-500,Product Analytics,Paid Social,0
U00411,Eduardo,Silva,eduardo.silva22@meridian482.biz,Brazil,2026-07-30 12:19:27,Operations Director,Consumer Goods,1-10,Product Analytics,Direct,0
U00412,Fernanda,Vega,fernanda.vega23@delta505.tech,Chile,2026-07-14 21:06:00,Sales Manager,Retail / E-commerce,1-10,Marketing Analytics,Paid Social,0
U00413,Ana,Jimenez,ana.jimenez24@atlas302.io,Chile,2026-07-20 13:58:04,Growth Manager,Financial Services,11-50,Customer Analytics,Direct,0
U00414,Paula,Sanchez,paula.sanchez25@onda127.co,Mexico,2026-07-20 13:06:52,Data Analyst,Other,1-10,Customer Analytics,Organic Search,1
U00415,Luis,Cruz,luis.cruz26@sol180.biz,Brazil,2026-07-13 10:41:16,Data Analyst,Healthcare,11-50,Sales Analytics,Organic Social,0
U00416,Ivan,Ramos,ivan.ramos27@delta889.biz,Argentina,2026-07-03 15:23:07,Operations Director,Professional Services,11-50,Data Exploration,Direct,0
U00417,Camila,Rodriguez,camila.rodriguez28@tierra360.co,Chile,2026-07-29 18:32:04,Growth Manager,Retail / E-commerce,5001+,Sales Analytics,Paid Social,0
U00418,Camila,Vargas,camila.vargas29@orbita862.app,Ecuador,2026-07-14 17:25:10,Business Analyst,SaaS / Software,1-10,Sales Analytics,Email,0
U00419,Carlos,Flores,carlos.flores30@raiz319.biz,Peru,2026-07-01 18:23:48,Founder / CEO,Retail / E-commerce,1-10,Data Exploration,Referral,0
U00420,Gustavo,Perez,gustavo.perez31@tierra463.co,Guatemala,2026-07-24 10:51:15,Business Analyst,Retail / E-commerce,11-50,Customer Analytics,Organic Social,0
U00421,Miguel,Garcia,miguel.garcia32@bosque556.io,Chile,2026-07-15 16:12:12,Marketing Manager,Professional Services,11-50,Marketing Analytics,Organic Search,1
U00422,Valeria,Rodriguez,valeria.rodriguez33@faro163.biz,Chile,2026-07-27 13:58:33,Sales Director,Healthcare,5001+,Sales Analytics,Organic Search,0
U00423,Valeria,Jimenez,valeria.jimenez34@cumbre886.app,Argentina,2026-07-09 10:27:36,Sales Director,Retail / E-commerce,11-50,Sales Analytics,Content,0
U00424,Marcelo,Flores,marcelo.flores35@tierra440.app,Mexico,2026-07-22 15:27:19,Product Manager,Retail / E-commerce,1-10,Product Analytics,Content,0
U00425,Natalia,Vargas,natalia.vargas36@prisma169.co,Peru,2026-07-22 12:50:21,Data Analyst,SaaS / Software,51-200,Marketing Analytics,Paid Social,0
U00426,Alejandro,Rivera,alejandro.rivera37@sol242.co,Brazil,2026-07-28 11:04:51,Product Manager,SaaS / Software,11-50,Performance Monitoring,Partner,0
U00427,Javier,Hernandez,javier.hernandez38@cauce603.io,Honduras,2026-07-03 15:50:23,Marketing Director,Education,51-200,Sales Analytics,Email,1
U00428,Eduardo,Flores,eduardo.flores39@andina796.co,Mexico,2026-07-14 09:06:36,Sales Director,SaaS / Software,1-10,Customer Analytics,Direct,0
U00429,Ivan,Ortiz,ivan.ortiz40@cauce43.biz,Ecuador,2026-07-29 19:27:22,Product Manager,Education,11-50,Sales Analytics,Event / Webinar,0
U00430,Fernando,Contreras,fernando.contreras41@atlas242.biz,Brazil,2026-07-05 13:15:46,Business Analyst,Healthcare,201-500,Sales Analytics,Paid Social,1
U00431,Rafael,Flores,rafael.flores42@vertex407.co,Mexico,2026-07-29 19:50:28,Growth Director,SaaS / Software,51-200,Executive Reporting,Referral,0
U00432,Diego,Vega,diego.vega43@nova773.tech,Chile,2026-07-01 17:32:50,BI Analyst,Professional Services,1001-5000,Performance Monitoring,Paid Search,0
U00433,Ricardo,Silva,ricardo.silva44@atlas55.co,Argentina,2026-07-27 08:30:08,Marketing Manager,SaaS / Software,1-10,Sales Analytics,Direct,0
U00434,Monica,Chavez,monica.chavez45@azul687.io,Mexico,2026-07-09 13:47:05,Operations Director,Retail / E-commerce,11-50,Executive Reporting,Content,0
U00435,Miguel,Mendoza,miguel.mendoza46@raiz685.io,Honduras,2026-07-31 10:19:12,BI Analyst,SaaS / Software,501-1000,Financial Analytics,Organic Search,1
U00436,Ricardo,Martinez,ricardo.martinez47@lumen342.app,Mexico,2026-07-22 15:08:33,Marketing Director,SaaS / Software,51-200,Data Exploration,Organic Search,0
U00437,Diego,Rojas,diego.rojas48@bosque84.co,Colombia,2026-07-23 14:46:51,Marketing Director,Retail / E-commerce,51-200,Marketing Analytics,Content,0
U00438,Jose,Castro,jose.castro49@orbita169.tech,Colombia,2026-07-01 11:24:32,Data Scientist,SaaS / Software,11-50,Performance Monitoring,Organic Social,1
U00439,Gabriela,Mendoza,gabriela.mendoza50@atlas42.tech,Argentina,2026-07-12 20:18:14,Data Analyst,Financial Services,1-10,Financial Analytics,Partner,0
U00440,Camila,Gutierrez,camila.gutierrez51@orbita725.io,Brazil,2026-07-25 16:45:55,Growth Manager,Healthcare,51-200,Business Intelligence,Paid Search,0
U00441,Jose,Cruz,jose.cruz52@andina769.app,Colombia,2026-07-10 14:26:00,Sales Manager,Retail / E-commerce,201-500,Performance Monitoring,Paid Social,0
U00442,Rafael,Rivera,rafael.rivera53@lumen958.tech,Colombia,2026-07-05 17:53:13,Product Director,SaaS / Software,1-10,Executive Reporting,Referral,0
U00443,Gustavo,Torres,gustavo.torres54@lumen530.biz,Mexico,2026-07-06 18:17:31,BI Analyst,Retail / E-commerce,201-500,Marketing Analytics,Partner,1
U00444,Isabella,Silva,isabella.silva55@orbita903.app,Venezuela,2026-07-19 10:04:01,BI Analyst,Financial Services,1-10,Business Intelligence,Direct,0
U00445,Paula,Mendoza,paula.mendoza56@delta600.tech,Bolivia,2026-07-14 10:49:03,Data Analyst,Telecommunications,1-10,Customer Analytics,Organic Search,0
U00446,Eduardo,Gutierrez,eduardo.gutierrez57@bosque628.biz,Colombia,2026-07-27 04:55:45,Operations Manager,Healthcare,201-500,Customer Analytics,Organic Search,1
U00447,Rodrigo,Sanchez,rodrigo.sanchez58@meridian359.co,Ecuador,2026-07-02 14:08:14,Data Analyst,Financial Services,1-10,Customer Analytics,Partner,1
U00448,Felipe,Contreras,felipe.contreras59@cauce984.co,Brazil,2026-07-08 18:47:03,Marketing Manager,SaaS / Software,201-500,Executive Reporting,Email,0
U00449,Rafael,Vargas,rafael.vargas60@tierra957.biz,Ecuador,2026-07-14 19:32:51,Data Analyst,Financial Services,51-200,Sales Analytics,Paid Search,0
U00450,Fernanda,Mendoza,fernanda.mendoza61@cumbre11.co,Ecuador,2026-07-28 13:01:33,Business Analyst,SaaS / Software,501-1000,Performance Monitoring,Email,1
U00451,Emilio,Morales,emilio.morales62@sol692.app,Mexico,2026-07-18 21:18:10,Marketing Manager,Consumer Goods,501-1000,Sales Analytics,Organic Search,0
U00452,Felipe,Castro,felipe.castro63@atlas751.biz,Chile,2026-07-31 12:02:08,Marketing Manager,Healthcare,1-10,Customer Analytics,Paid Search,0
U00453,Emilio,Ramirez,emilio.ramirez64@cielo777.biz,Mexico,2026-07-19 15:36:41,BI Analyst,Education,501-1000,Marketing Analytics,Organic Search,0
U00454,Ivan,Chavez,ivan.chavez65@vertex706.biz,Chile,2026-07-07 23:04:18,Growth Manager,Media / Entertainment,51-200,Business Intelligence,Organic Social,0
U00455,Alejandro,Castro,alejandro.castro66@atlas345.io,Brazil,2026-07-04 17:54:22,Product Director,SaaS / Software,11-50,Marketing Analytics,Referral,0
U00456,Valeria,Rivera,valeria.rivera67@tierra317.tech,Argentina,2026-07-11 19:41:20,Data Analyst,Travel / Hospitality,51-200,Financial Analytics,Referral,0
U00457,Rafael,Flores,rafael.flores68@faro869.app,Ecuador,2026-07-08 09:58:02,Founder / CEO,Consumer Goods,1-10,Business Intelligence,Paid Social,0
U00458,Natalia,Martinez,natalia.martinez69@nova5.co,Argentina,2026-07-06 15:59:30,Founder / CEO,SaaS / Software,11-50,Customer Analytics,Partner,0
U00459,Marcelo,Ramos,marcelo.ramos70@lumen349.io,Brazil,2026-07-27 13:57:54,Data Scientist,Education,11-50,Product Analytics,Content,0
U00460,Monica,Gutierrez,monica.gutierrez71@cumbre804.tech,Brazil,2026-07-04 11:37:43,Data Analyst,Retail / E-commerce,11-50,Data Exploration,Organic Search,1
U00461,Valentina,Garcia,valentina.garcia72@andina244.app,Brazil,2026-07-01 12:06:14,Growth Director,Real Estate,5001+,Financial Analytics,Paid Search,0
U00462,Diego,Ramirez,diego.ramirez73@delta724.co,Mexico,2026-07-05 20:45:55,Data Analyst,Telecommunications,1-10,Product Analytics,Organic Social,0
U00463,Marcelo,Cruz,marcelo.cruz74@cumbre268.io,Peru,2026-07-22 17:14:36,BI Analyst,Retail / E-commerce,51-200,Sales Analytics,Paid Social,0
U00464,Felipe,Perez,felipe.perez75@prisma647.tech,Mexico,2026-07-11 23:39:38,Marketing Manager,Telecommunications,1-10,Operations Analytics,Event / Webinar,0
U00465,Andrea,Cruz,andrea.cruz76@delta7.tech,Colombia,2026-07-14 10:09:34,Growth Director,Financial Services,1-10,Marketing Analytics,Organic Search,0
U00466,Jose,Ortiz,jose.ortiz77@faro418.co,Ecuador,2026-07-19 22:49:02,Growth Manager,Professional Services,11-50,Product Analytics,Paid Social,1
U00467,Sebastian,Rodriguez,sebastian.rodriguez78@sol295.biz,Venezuela,2026-07-01 13:07:44,Product Director,Retail / E-commerce,51-200,Financial Analytics,Paid Social,0
U00468,Jose,Lopez,jose.lopez79@vertex474.tech,Uruguay,2026-07-06 16:53:48,Marketing Director,Retail / E-commerce,1-10,Business Intelligence,Event / Webinar,0
U00469,Daniela,Rojas,daniela.rojas80@delta163.tech,Brazil,2026-07-29 07:49:30,Data Scientist,Telecommunications,501-1000,Sales Analytics,Content,0
U00470,Felipe,Ortiz,felipe.ortiz81@raiz683.io,Argentina,2026-07-13 13:10:08,Product Manager,Education,5001+,Operations Analytics,Paid Social,0
U00471,Laura,Mendoza,laura.mendoza82@nova857.biz,Mexico,2026-07-11 11:11:28,Sales Manager,Real Estate,51-200,Customer Analytics,Organic Search,0
U00472,Monica,Vega,monica.vega83@raiz907.tech,Venezuela,2026-07-10 15:43:45,Operations Manager,Travel / Hospitality,51-200,Customer Analytics,Event / Webinar,0
U00473,Sebastian,Gomez,sebastian.gomez84@atlas105.co,Argentina,2026-07-29 13:12:24,Data Analyst,SaaS / Software,5001+,Business Intelligence,Direct,0
U00474,Felipe,Flores,felipe.flores85@orbita776.app,Mexico,2026-07-27 12:10:33,Growth Manager,Financial Services,51-200,Product Analytics,Organic Search,0
U00475,Adriana,Flores,adriana.flores86@cauce58.tech,Mexico,2026-07-18 11:04:05,Data Analyst,Education,201-500,Operations Analytics,Paid Search,0
U00476,Gustavo,Sanchez,gustavo.sanchez87@bosque171.co,Mexico,2026-07-07 14:54:04,Sales Manager,Healthcare,11-50,Customer Analytics,Organic Social,0
U00477,Juan,Ramos,juan.ramos88@prisma945.tech,Guatemala,2026-07-16 16:23:48,Data Analyst,Professional Services,201-500,Product Analytics,Partner,0
U00478,Mariana,Lopez,mariana.lopez89@sol819.biz,Colombia,2026-07-31 16:11:47,Marketing Director,Financial Services,1001-5000,Performance Monitoring,Paid Social,0
U00479,Ricardo,Chavez,ricardo.chavez90@atlas220.app,Peru,2026-07-15 07:11:01,Marketing Manager,SaaS / Software,51-200,Financial Analytics,Paid Search,0
U00480,Javier,Hernandez,javier.hernandez91@vertex939.biz,Guatemala,2026-07-11 16:15:11,Business Analyst,Manufacturing,1-10,Data Exploration,Content,0
U00481,Monica,Cruz,monica.cruz92@cauce762.app,Peru,2026-07-28 21:48:38,Marketing Director,Manufacturing,11-50,Marketing Analytics,Organic Search,1
U00482,Jose,Hernandez,jose.hernandez93@prisma469.biz,Guatemala,2026-07-16 14:12:30,Business Analyst,Telecommunications,501-1000,Sales Analytics,Organic Search,1
U00483,Felipe,Hernandez,felipe.hernandez94@atlas650.io,Ecuador,2026-07-19 15:12:27,Product Director,Healthcare,51-200,Marketing Analytics,Paid Search,0
U00484,Sebastian,Mendoza,sebastian.mendoza95@sol549.app,Colombia,2026-07-09 15:59:37,Sales Manager,Professional Services,51-200,Financial Analytics,Email,1
U00485,Marcelo,Reyes,marcelo.reyes96@faro63.tech,Brazil,2026-07-07 11:52:17,Sales Manager,Financial Services,501-1000,Product Analytics,Paid Social,1
U00486,Mariana,Vega,mariana.vega0@nova805.app,Ecuador,2026-07-31 21:35:45,Data Analyst,SaaS / Software,1-10,Business Intelligence,Organic Search,0
U00487,Juan,Vega,juan.vega1@cauce17.app,Mexico,2026-07-26 19:58:39,Growth Manager,SaaS / Software,1001-5000,Business Intelligence,Email,0
U00488,Paula,Diaz,paula.diaz2@vertex761.io,Ecuador,2026-07-11 20:58:49,Data Scientist,SaaS / Software,11-50,Product Analytics,Paid Search,0
U00489,Jose,Castro,jose.castro3@cauce848.app,Colombia,2026-07-01 12:54:53,Founder / CEO,Manufacturing,1001-5000,Customer Analytics,Paid Social,0
U00490,Adriana,Martinez,adriana.martinez4@prisma229.io,Ecuador,2026-07-13 17:47:46,Marketing Manager,Logistics / Transportation,11-50,Business Intelligence,Partner,0
U00491,Isabella,Vargas,isabella.vargas5@raiz111.app,Mexico,2026-07-31 12:58:19,Product Manager,Financial Services,51-200,Marketing Analytics,Paid Social,0
U00492,Rafael,Cruz,rafael.cruz6@polo726.co,Brazil,2026-07-02 08:37:07,Data Analyst,Financial Services,5001+,Business Intelligence,Organic Search,0
U00493,Valentina,Flores,valentina.flores7@delta779.tech,Brazil,2026-07-23 12:41:18,Business Analyst,Healthcare,51-200,Business Intelligence,Event / Webinar,0
U00494,Luis,Gutierrez,luis.gutierrez8@atlas756.biz,Chile,2026-07-10 13:24:10,Operations Manager,SaaS / Software,201-500,Executive Reporting,Paid Social,0
U00495,Andrea,Mendoza,andrea.mendoza9@orbita925.biz,Dominican Republic,2026-07-10 11:41:09,Data Scientist,SaaS / Software,11-50,Business Intelligence,Paid Search,0
U00496,Patricia,Flores,patricia.flores10@azul470.app,Venezuela,2026-07-31 14:06:17,Data Analyst,Financial Services,51-200,Marketing Analytics,Organic Social,0
U00497,Fernando,Perez,fernando.perez11@bosque141.app,Ecuador,2026-07-19 12:23:29,Business Analyst,Consumer Goods,5001+,Marketing Analytics,Organic Social,0
U00498,Fernanda,Gonzalez,fernanda.gonzalez12@meridian961.biz,Chile,2026-07-17 09:21:59,Product Manager,Retail / E-commerce,51-200,Financial Analytics,Event / Webinar,0
U00499,Camila,Hernandez,camila.hernandez13@cielo900.app,Bolivia,2026-07-18 10:35:05,Marketing Manager,Manufacturing,51-200,Sales Analytics,Referral,0
U00500,Paula,Rojas,paula.rojas14@faro288.tech,Peru,2026-07-06 19:36:15,BI Analyst,Education,51-200,Business Intelligence,Paid Social,0
U00501,Fernando,Gonzalez,fernando.gonzalez15@cielo554.app,Brazil,2026-07-14 13:37:06,Growth Manager,Retail / E-commerce,11-50,Marketing Analytics,Paid Social,0
U00502,Gabriela,Ortiz,gabriela.ortiz16@andina608.co,Peru,2026-07-06 13:44:35,Sales Manager,Logistics / Transportation,1-10,Financial Analytics,Partner,0
U00503,Isabella,Aguilar,isabella.aguilar17@atlas308.tech,Guatemala,2026-07-03 15:06:16,BI Analyst,Travel / Hospitality,11-50,Executive Reporting,Paid Social,0
U00504,Daniela,Gonzalez,daniela.gonzalez18@onda178.io,Brazil,2026-07-17 11:13:19,Data Analyst,Retail / E-commerce,1001-5000,Marketing Analytics,Direct,0
U00505,Alejandro,Ramos,alejandro.ramos19@delta336.biz,Argentina,2026-07-27 16:59:45,Data Analyst,Professional Services,201-500,Marketing Analytics,Organic Social,0
U00506,Maria,Garcia,maria.garcia20@andina431.biz,Mexico,2026-07-12 10:35:35,Marketing Manager,Professional Services,51-200,Marketing Analytics,Partner,0
U00507,Natalia,Diaz,natalia.diaz21@raiz446.tech,Brazil,2026-07-20 14:38:05,Data Analyst,Other,11-50,Marketing Analytics,Paid Search,0
U00508,Andres,Chavez,andres.chavez22@meridian730.biz,Peru,2026-07-10 10:37:08,Marketing Manager,Retail / E-commerce,501-1000,Financial Analytics,Organic Search,0
U00509,Andres,Diaz,andres.diaz23@delta287.app,Chile,2026-07-26 10:55:09,Sales Manager,Healthcare,11-50,Business Intelligence,Paid Search,0
U00510,Andres,Jimenez,andres.jimenez24@atlas109.app,Argentina,2026-07-04 19:44:42,Growth Manager,Telecommunications,11-50,Financial Analytics,Paid Search,0
U00511,Adriana,Gutierrez,adriana.gutierrez25@sol231.biz,Brazil,2026-07-16 13:27:11,Product Manager,Telecommunications,501-1000,Business Intelligence,Paid Search,1
U00512,Carolina,Jimenez,carolina.jimenez26@andina700.tech,Argentina,2026-07-13 08:02:03,Data Scientist,SaaS / Software,1001-5000,Customer Analytics,Partner,0
U00513,Sebastian,Ramos,sebastian.ramos27@bosque764.io,Mexico,2026-07-24 13:36:59,Sales Manager,Professional Services,1-10,Financial Analytics,Direct,1
U00514,Fernanda,Morales,fernanda.morales28@prisma774.biz,Mexico,2026-07-08 16:36:46,Marketing Manager,SaaS / Software,51-200,Operations Analytics,Organic Search,0
U00515,Felipe,Flores,felipe.flores29@cumbre306.tech,Mexico,2026-07-09 15:16:46,Marketing Director,Healthcare,11-50,Financial Analytics,Partner,1
U00516,Rafael,Chavez,rafael.chavez30@orbita265.tech,Brazil,2026-07-20 12:55:23,Business Analyst,Education,11-50,Business Intelligence,Direct,0
U00517,Natalia,Mendoza,natalia.mendoza31@delta879.biz,Colombia,2026-07-02 20:17:37,Product Director,SaaS / Software,1-10,Customer Analytics,Content,0
U00518,Patricia,Vargas,patricia.vargas32@orbita970.biz,Uruguay,2026-07-19 11:26:21,Product Manager,Retail / E-commerce,201-500,Executive Reporting,Organic Search,0
U00519,Gabriela,Cruz,gabriela.cruz33@delta373.app,Peru,2026-07-25 16:56:53,Operations Manager,Healthcare,11-50,Executive Reporting,Organic Social,1
U00520,Isabella,Vega,isabella.vega34@bosque964.app,Colombia,2026-07-12 16:40:19,Sales Manager,Financial Services,201-500,Customer Analytics,Referral,0
U00521,Andrea,Perez,andrea.perez35@faro270.tech,Brazil,2026-07-07 05:31:53,Operations Manager,Logistics / Transportation,11-50,Executive Reporting,Paid Search,0
U00522,Andres,Diaz,andres.diaz36@meridian610.biz,Brazil,2026-07-24 06:00:05,Data Analyst,SaaS / Software,11-50,Executive Reporting,Paid Social,0
U00523,Rafael,Chavez,rafael.chavez37@polo146.biz,Venezuela,2026-07-04 13:56:38,Sales Manager,Travel / Hospitality,51-200,Executive Reporting,Organic Social,0
U00524,Patricia,Perez,patricia.perez38@vertex440.app,Paraguay,2026-07-03 08:15:22,BI Analyst,Education,201-500,Product Analytics,Paid Social,0
U00525,Maria,Gonzalez,maria.gonzalez39@cauce873.app,Uruguay,2026-07-19 22:54:43,Founder / CEO,Healthcare,11-50,Marketing Analytics,Paid Social,0
U00526,Luis,Martinez,luis.martinez40@meridian42.biz,Mexico,2026-07-22 10:40:28,Operations Director,Telecommunications,201-500,Operations Analytics,Paid Search,0
U00527,Andres,Martinez,andres.martinez41@sol349.app,Argentina,2026-07-22 08:33:02,Operations Manager,Healthcare,51-200,Performance Monitoring,Email,0
U00528,Patricia,Flores,patricia.flores42@nova219.tech,Brazil,2026-07-16 13:07:49,Operations Manager,Consumer Goods,11-50,Product Analytics,Paid Search,0
U00529,Diego,Contreras,diego.contreras43@raiz848.app,Peru,2026-07-23 14:15:49,Business Analyst,Consumer Goods,11-50,Marketing Analytics,Paid Social,0
U00530,Ivan,Torres,ivan.torres44@cielo843.app,Brazil,2026-07-27 20:21:52,Data Analyst,Manufacturing,501-1000,Product Analytics,Organic Search,0
U00531,Javier,Ramos,javier.ramos45@vertex430.io,Ecuador,2026-07-01 13:59:23,Founder / CEO,Media / Entertainment,1-10,Business Intelligence,Paid Search,0
U00532,Adriana,Sanchez,adriana.sanchez46@cielo500.biz,Mexico,2026-07-13 07:12:55,Growth Manager,Telecommunications,51-200,Business Intelligence,Paid Social,1
U00533,Diego,Aguilar,diego.aguilar47@orbita641.co,Mexico,2026-07-12 14:56:06,BI Analyst,Consumer Goods,51-200,Product Analytics,Content,1
U00534,Ana,Sanchez,ana.sanchez48@lumen892.app,Argentina,2026-07-08 13:48:22,Growth Manager,Logistics / Transportation,51-200,Product Analytics,Direct,0
U00535,Rafael,Aguilar,rafael.aguilar49@onda236.app,Bolivia,2026-07-13 12:36:03,Founder / CEO,Manufacturing,5001+,Operations Analytics,Organic Search,1
U00536,Monica,Morales,monica.morales50@prisma416.co,Mexico,2026-07-02 17:49:39,Business Analyst,Financial Services,1001-5000,Customer Analytics,Organic Search,1
U00537,Laura,Perez,laura.perez51@raiz989.io,Honduras,2026-07-26 23:24:41,Marketing Director,Travel / Hospitality,11-50,Business Intelligence,Paid Social,0
U00538,Marcelo,Sanchez,marcelo.sanchez52@cumbre775.app,Brazil,2026-07-09 11:36:30,BI Analyst,Telecommunications,201-500,Performance Monitoring,Organic Social,0
U00539,Andres,Aguilar,andres.aguilar53@orbita428.biz,Peru,2026-07-30 13:29:40,Founder / CEO,Travel / Hospitality,201-500,Customer Analytics,Paid Search,0
U00540,Ricardo,Gutierrez,ricardo.gutierrez54@cielo549.tech,Ecuador,2026-07-26 13:47:34,Founder / CEO,Travel / Hospitality,11-50,Executive Reporting,Referral,0
U00541,Jose,Diaz,jose.diaz55@lumen276.biz,Chile,2026-07-14 14:05:43,Operations Manager,Media / Entertainment,201-500,Customer Analytics,Organic Search,1
U00542,Fernanda,Rodriguez,fernanda.rodriguez56@prisma875.io,Mexico,2026-07-18 15:25:52,Operations Manager,Education,11-50,Operations Analytics,Organic Search,1
U00543,Andres,Ortiz,andres.ortiz57@meridian918.co,Brazil,2026-07-19 12:32:44,Marketing Director,Logistics / Transportation,5001+,Data Exploration,Paid Social,0
U00544,Valeria,Gomez,valeria.gomez58@faro842.io,Ecuador,2026-07-13 10:52:41,Data Analyst,Logistics / Transportation,1-10,Business Intelligence,Paid Search,0
U00545,Marcelo,Contreras,marcelo.contreras59@prisma339.tech,Chile,2026-07-29 16:37:13,Data Scientist,Healthcare,1-10,Performance Monitoring,Content,0
U00546,Valentina,Ramirez,valentina.ramirez60@faro559.app,Mexico,2026-07-22 15:42:52,Marketing Director,SaaS / Software,501-1000,Customer Analytics,Organic Search,0
U00547,Jose,Silva,jose.silva61@prisma87.io,Mexico,2026-07-26 16:47:30,Founder / CEO,Real Estate,201-500,Data Exploration,Paid Search,0
U00548,Marcelo,Contreras,marcelo.contreras62@andina792.co,Venezuela,2026-07-29 15:00:51,Marketing Director,SaaS / Software,1-10,Executive Reporting,Referral,0
U00549,Laura,Rivera,laura.rivera63@faro698.app,Argentina,2026-07-15 09:39:10,Marketing Manager,SaaS / Software,501-1000,Marketing Analytics,Partner,0
U00550,Patricia,Silva,patricia.silva64@meridian948.biz,Mexico,2026-07-29 09:20:28,BI Analyst,Manufacturing,1001-5000,Executive Reporting,Referral,0
U00551,Marcelo,Flores,marcelo.flores65@lumen781.tech,Chile,2026-07-19 14:29:42,Growth Manager,SaaS / Software,501-1000,Operations Analytics,Email,0
U00552,Laura,Hernandez,laura.hernandez66@prisma12.app,Colombia,2026-07-09 10:19:20,Marketing Manager,Professional Services,1-10,Product Analytics,Partner,1
U00553,Ivan,Chavez,ivan.chavez67@faro317.tech,Peru,2026-07-11 17:08:29,Growth Director,Healthcare,1-10,Data Exploration,Organic Search,0
U00554,Natalia,Ramirez,natalia.ramirez68@nova208.app,Colombia,2026-07-31 21:43:53,Marketing Director,Retail / E-commerce,51-200,Product Analytics,Referral,0
U00555,Paula,Silva,paula.silva69@andina503.io,Bolivia,2026-07-29 15:07:07,Growth Manager,Retail / E-commerce,51-200,Operations Analytics,Organic Search,0
U00556,Rodrigo,Cruz,rodrigo.cruz70@faro893.io,Paraguay,2026-07-06 21:30:27,Product Manager,Financial Services,51-200,Data Exploration,Referral,0
U00557,Javier,Chavez,javier.chavez71@nova344.tech,Mexico,2026-07-16 09:17:21,Growth Manager,Other,201-500,Sales Analytics,Organic Search,0
U00558,Valeria,Flores,valeria.flores72@prisma754.tech,Mexico,2026-07-30 14:51:44,Data Scientist,SaaS / Software,201-500,Performance Monitoring,Paid Search,1
U00559,Ricardo,Gomez,ricardo.gomez73@sol648.co,Peru,2026-07-19 21:39:11,Data Scientist,Education,11-50,Operations Analytics,Content,0
U00560,Ana,Gonzalez,ana.gonzalez74@raiz868.app,Mexico,2026-07-11 13:55:26,Growth Director,Financial Services,5001+,Performance Monitoring,Paid Search,0
U00561,Adriana,Mendoza,adriana.mendoza75@faro647.tech,Brazil,2026-07-02 13:11:09,Operations Manager,SaaS / Software,201-500,Sales Analytics,Email,0
U00562,Juan,Contreras,juan.contreras76@meridian744.tech,Brazil,2026-07-02 15:16:43,Founder / CEO,Other,51-200,Business Intelligence,Paid Social,0
U00563,Mariana,Hernandez,mariana.hernandez77@lumen925.biz,Peru,2026-07-17 12:17:39,Marketing Director,Manufacturing,501-1000,Business Intelligence,Paid Social,0
U00564,Fernanda,Vargas,fernanda.vargas78@azul463.app,Mexico,2026-07-29 16:47:18,Founder / CEO,Manufacturing,51-200,Operations Analytics,Paid Search,0
U00565,Diego,Ramirez,diego.ramirez79@onda964.biz,Brazil,2026-07-01 10:19:50,Sales Manager,SaaS / Software,51-200,Operations Analytics,Paid Search,0
U00566,Daniela,Flores,daniela.flores80@bosque291.io,Venezuela,2026-07-24 12:35:05,Founder / CEO,Manufacturing,5001+,Customer Analytics,Organic Search,0
U00567,Paula,Diaz,paula.diaz81@prisma614.co,Colombia,2026-07-25 13:28:47,Business Analyst,Retail / E-commerce,51-200,Marketing Analytics,Organic Search,0
U00568,Emilio,Ramirez,emilio.ramirez82@polo31.io,Mexico,2026-07-08 09:12:07,Sales Director,Consumer Goods,11-50,Business Intelligence,Paid Social,1
U00569,Gabriela,Garcia,gabriela.garcia83@prisma66.co,Mexico,2026-07-26 12:35:57,Growth Manager,Telecommunications,501-1000,Marketing Analytics,Partner,0
